"id","time","identifier","ancillaryData","state","requester","proposer","disputer","settlementRecipient","currency","bond","reward","finalFee","proposedPrice","settlementPrice"
"YES_OR_NO_QUERY-1754611243-0x713a7469746c653a6574685f313735343631313233392c6465736372697074696f6e3a6574685f313735343631313233392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754611243","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735343631313233392c6465736372697074696f6e3a6574685f313735343631313233392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754695213-0x713a7469746c653a6574685f313735343639353231302c6465736372697074696f6e3a6574685f313735343639353231302c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754695213","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735343639353231302c6465736372697074696f6e3a6574685f313735343639353231302c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754780415-0x713a7469746c653a6574685f313735343738303431312c6465736372697074696f6e3a6574685f313735343738303431312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754780415","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735343738303431312c6465736372697074696f6e3a6574685f313735343738303431312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754780439-0x713a7469746c653a6274635f313735343738303433362c6465736372697074696f6e3a6274635f313735343738303433362c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754780439","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735343738303433362c6465736372697074696f6e3a6274635f313735343738303433362c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754872891-0x713a7469746c653a6274635f313735343837323838362c6465736372697074696f6e3a6274635f313735343837323838362c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754872891","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735343837323838362c6465736372697074696f6e3a6274635f313735343837323838362c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754872931-0x713a7469746c653a6574685f313735343837323932372c6465736372697074696f6e3a6574685f313735343837323932372c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754872931","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735343837323932372c6465736372697074696f6e3a6574685f313735343837323932372c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754963657-0x713a7469746c653a6574685f313735343936333635332c6465736372697074696f6e3a6574685f313735343936333635332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754963657","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735343936333635332c6465736372697074696f6e3a6574685f313735343936333635332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1754963743-0x713a7469746c653a6274635f313735343936333733392c6465736372697074696f6e3a6274635f313735343936333733392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1754963743","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735343936333733392c6465736372697074696f6e3a6274635f313735343936333733392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755001195-0x713a7469746c653a6274635f313735353030313139322c6465736372697074696f6e3a6274635f313735353030313139322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755001195","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353030313139322c6465736372697074696f6e3a6274635f313735353030313139322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755047063-0x713a7469746c653a6274635f313735353034373035392c6465736372697074696f6e3a6274635f313735353034373035392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755047063","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353034373035392c6465736372697074696f6e3a6274635f313735353034373035392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1755131473-0x713a7469746c653a6274635f313735353133313436392c6465736372697074696f6e3a6274635f313735353133313436392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755131473","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353133313436392c6465736372697074696f6e3a6274635f313735353133313436392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755131567-0x713a7469746c653a6574685f313735353133313536342c6465736372697074696f6e3a6574685f313735353133313536342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755131567","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353133313536342c6465736372697074696f6e3a6574685f313735353133313536342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755224787-0x713a7469746c653a6574685f313735353232343738322c6465736372697074696f6e3a6574685f313735353232343738322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755224787","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353232343738322c6465736372697074696f6e3a6574685f313735353232343738322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755225109-0x713a7469746c653a6274635f313735353232353130342c6465736372697074696f6e3a6274635f313735353232353130342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755225109","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353232353130342c6465736372697074696f6e3a6274635f313735353232353130342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755306945-0x713a7469746c653a6274635f313735353330363934322c6465736372697074696f6e3a6274635f313735353330363934322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755306945","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353330363934322c6465736372697074696f6e3a6274635f313735353330363934322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1755307013-0x713a7469746c653a6574685f313735353330373030392c6465736372697074696f6e3a6574685f313735353330373030392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755307013","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353330373030392c6465736372697074696f6e3a6574685f313735353330373030392c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755388417-0x713a7469746c653a6574685f313735353338383431332c6465736372697074696f6e3a6574685f313735353338383431332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755388417","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353338383431332c6465736372697074696f6e3a6574685f313735353338383431332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1755388515-0x713a7469746c653a6274635f313735353338383531322c6465736372697074696f6e3a6274635f313735353338383531322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755388515","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353338383531322c6465736372697074696f6e3a6274635f313735353338383531322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","1000000000000000000","1000000000000000000"
"YES_OR_NO_QUERY-1755393753-0x713a7469746c653a5072656d6965725f4c65616775655f313735353339333734313235382d3437312c6465736372697074696f6e3a5072656d6965725f4c65616775655f313735353339333734313235382d3437312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755393753","YES_OR_NO_QUERY","0x713a7469746c653a5072656d6965725f4c65616775655f313735353339333734313235382d3437312c6465736372697074696f6e3a5072656d6965725f4c65616775655f313735353339333734313235382d3437312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Requested","0x884c9cd1657a317967efc86336e0068473467ad8",,,,"0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000",,
"YES_OR_NO_QUERY-1755396631-0x713a7469746c653a5072656d6965725f4c65616775655f313735353339363631373032312d3437322c6465736372697074696f6e3a5072656d6965725f4c65616775655f313735353339363631373032312d3437322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755396631","YES_OR_NO_QUERY","0x713a7469746c653a5072656d6965725f4c65616775655f313735353339363631373032312d3437322c6465736372697074696f6e3a5072656d6965725f4c65616775655f313735353339363631373032312d3437322c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Requested","0x884c9cd1657a317967efc86336e0068473467ad8",,,,"0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000",,
"YES_OR_NO_QUERY-1755475541-0x713a7469746c653a6274635f313735353437353533382c6465736372697074696f6e3a6274635f313735353437353533382c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755475541","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353437353533382c6465736372697074696f6e3a6274635f313735353437353533382c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755475805-0x713a7469746c653a6574685f313735353437353830312c6465736372697074696f6e3a6574685f313735353437353830312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755475805","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353437353830312c6465736372697074696f6e3a6574685f313735353437353830312c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755559977-0x713a7469746c653a6574685f313735353535393937332c6465736372697074696f6e3a6574685f313735353535393937332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755559977","YES_OR_NO_QUERY","0x713a7469746c653a6574685f313735353535393937332c6465736372697074696f6e3a6574685f313735353535393937332c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
"YES_OR_NO_QUERY-1755560009-0x713a7469746c653a6274635f313735353536303030342c6465736372697074696f6e3a6274635f313735353536303030342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","1755560009","YES_OR_NO_QUERY","0x713a7469746c653a6274635f313735353536303030342c6465736372697074696f6e3a6274635f313735353536303030342c70313a302c70323a312c696e697469616c697a65723a63633939303937646433376134393632393631663032323137386431313161653531363264336537","Settled","0x884c9cd1657a317967efc86336e0068473467ad8","0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757",,"0x838ba6c40a5c3f0a0e24d60722a4762dcdb84757","0x833589fcd6edb6e08f4c7c32d4f71b54bda02913","500000","0","250000000","0","0"
